,title,date,company,company_link,location,type-salary,description
57,"Human Resources Intern (Vietnam Remote)
- job post","Posted
Posted 30+ days ago",Token Metrics,https://jobs.vn.indeed.com/cmp/Token-Metrics?campaignid=mobvjcmp&from=mobviewjob&tk=1hg7hetlggm6h800&fromjk=598b5f9ebcc9bf62,Hà Nội,,"Token Metrics is looking to employ an HR assistant with outstanding administrative and communication skills. An HR assistant is expected to be a conceptual thinker with superb organizational and time management skills. You must be reliable and should accurately follow instructions with the ability to multitask and acclimatize to a fast-paced environment.

To ensure success, HR assistants should display remarkable conflict management and decision-making skills with a solid understanding of employee relationships, staffing management, and payroll and benefits administration. Top candidates will be superb at problem-solving, efficient in scheduling, and precise in the recruitment process.

The duration of the Token Metrics internship program is 3 months. It is an evaluative unpaid internship with the possibility of return offers, depending on the company's needs.
Responsibilities
Support all internal and external HR related inquiries or requests.
Maintain digital and electronic records of employees.
Serve as point of contact with benefit vendors and administrators.
Assist with the recruitment process by identifying candidates, performing reference checks and issuing employment contracts.
Maintain calendars of the HR management team.
Oversee the completion of compensation and benefit documentation.
Assist with performance management procedures.
Schedule meetings, interviews, HR events and maintain agendas.
Coordinate training sessions and seminars.
Perform orientations and update records of new staff.
Produce and submit reports on general HR activity.
Process payroll and resolve any payroll errors.
Complete termination paperwork and exit interviews.
Keep up-to-date with the latest HR trends and best practices.
Requirements
Bachelors degree in human resources or related (essential).
Exposure to labor law and employment equity regulations.
Effective HR administration and people management skills.
Exposure to payroll practices.
Full understanding of HR functions and best practices.
Excellent written and verbal communication skills.
Works well under pressure and meets tight deadlines.
Highly computer literate with capability in email, MS Office and related business and communication tools.
Fantastic organizational and time management skills.
Strong decision-making and problem-solving skills.
Meticulous attention to detail.
Ability to accurately follow instructions.
About Token Metrics

Token Metrics helps crypto investors build profitable portfolios using artificial intelligence based crypto indices, rankings, and price predictions.

Token Metrics has a diverse set of customers, from retail investors and traders to crypto fund managers, in more than 50 countries."
58,"Expert, HR Business Partner (40000426)
- job post","Posted
Posted 4 days ago",Techcombank,https://jobs.vn.indeed.com/cmp/Techcombank?campaignid=mobvjcmp&from=mobviewjob&tk=1hg7hf1b72ggj000&fromjk=3170f42b896d77ed,Thành phố Hồ Chí Minh,,"22 Nov 2023
Expert, HR Business Partner (40000426)
Category: Human Resources Management
Job Type:
Facility: Human Resource
Job Purpose
The job holder responsible for build up the systems of the same effect between the Human Resources Department and the business unit, ensuring the human resource systems of the associated unit and especially with the general strategy and personnel of the bank and in accordance with the law to effectively implement the business strategy of the unit. Outstanding performance at the same time as other tasks, partners: Business partner, Operations manager, Emergency responder and is a user to mediate conflicts in Employee Mediator.
Key Accountabilities (1)
1. Role of ""Strategic partnership"":
Align and apply HR strategies, policies, and programs to match the strategy and business model and priorities of the unit
Actively and flexibly use all resources to provide human resource solutions, contributing positively to the business performance of the unit.
Identify and forecast changes in the organization's people to provide appropriate solutions to improve the operational efficiency of the unit, while attracting, developing and retaining talent.
Understand the talent needs of the unit, predict capacity and business development trends to provide training programs for new knowledge and skills for employees to meet new business requirements.
Advise the unit in the design / modification of the organizational structure, effectively rearranging resources to achieve strategic goals.
Key Accountabilities (2)
2. Role of ""Relationship building and consulting"":
Being the representative of Human Resources Division for a group of units with the number of employees from 500 or more and/or having diversity and complexity in business / support / control activities.
Ensure effective 2-way communication between business units at Division / Company level and Human Resources Division in exchanging, consulting and supporting HR issues.
Implement HR strategies, policies, programs and plans to increase individual và organizational effectiveness in accordance with the direction and general plan of the Human Resources Management Division.
Represent the unit in matters of talent in the organization.
Advising and supporting the unit to implement measures to improve the commitment and effectiveness of employees to the Bank, promote business activities, build a financial culture towards financial efficiency and effectiveness. resource results.
Identify, evaluate and nurture talents of BUs, develop plans to develop and retain qualified staff, develop a new generation of leaders for the unit
Consulting and supporting the implementation of human resource activities for leaders of units in all fields: attracting, developing, and connecting talents
Organize and implement the disciplinary review and reward for employees.
Guide and accompany unit leaders in conflict/conflict situations in labor relations.
Coordinating with relevant Human Resources departments to contribute ideas to build job descriptions, position assessment tools, tools to build targets and evaluate job performance for employees and consultants. support for the implementation unit.
Coordinate with the unit leader to evaluate the employee's performance capacity to develop a training plan in accordance with the personal career development roadmap according to the standard training framework.
Predict and identify risks related to personnel changes and human factors in business activities; advise and coordinate in implementing measures to prevent and control risks.
Key Accountabilities (3)
3. Role of ""Change management"":
Guide and accompany the unit leader to effectively manage the change from organizational structure, business model to coordination mechanism, process, authority and leader/manager
Communicate, support the implementation of human resource policies, ensuring timely and accurate updating of personnel information from the unit.
Collect feedback and suggestions from the unit about services, human resource policies, as a basis to improve the efficiency and quality of regulations, processes and guidelines of the Human Resources Management Division
Encourage behaviors and competencies in line with organizational culture and professional and advanced human resource management.
Train and foster leadership and people management skills of managers through human resource activities at the unit.
4. Role of ""Operational efficiency control"":
Consult and accompany the unit in planning talent needs and managing and implementing human resources budget.
Ensure the human resource activities of the business unit are in accordance with the Bank's regulations and laws.
Provide personnel reports periodically or upon request. Analyze indicators, make judgments and forecasts based on data and appropriate solutions
5. Other jobs:
Other tasks as directed by the functional director
Key Relationships - Direct Manager
Manager, HR Business Partner
Key Relationships - Direct Reports
N/A
Key Relationships - Internal Stakeholders
Related COEs, other Divisions
Key Relationships - External Stakeholders
Partners or Vendors providing HR services
Success Profile - Qualification and Experiences
Domain Expertise
07+ years of experience working in human resource management at reputable organizations or of equivalent size
Qualifications
Bachelor's degree or higher in economics, human resource management or related fields
Foreign language (English): in accordance with Techcombank's regulations"
59,"Human Resources Services Lead, Vietnam
- job post","Posted
Posted 30+ days ago",Avery Dennison,https://jobs.vn.indeed.com/cmp/Avery-Dennison?campaignid=mobvjcmp&from=mobviewjob&tk=1hg7hf488k3rh800&fromjk=dc6aecd8c0b78825,Thành phố Hồ Chí Minh,,"Company Description

Avery Dennison Corporation (NYSE: AVY) is a global materials science company specializing in the design and manufacture of a wide variety of labeling and functional materials. The company’s products and solutions, which are used in nearly every major industry, include pressure-sensitive materials for labels and graphic applications; tapes and other bonding solutions for industrial, medical, and retail applications; tags, labels and embellishments for apparel; and radio frequency identification (RFID) solutions serving retail apparel and other markets. The company employs approximately 36,000 employees in more than 50 countries. Reported sales in 2022 were $9billion. Learn more at www.averydennison.com.

Job Description

ABOUT YOUR ROLE: As the HR Services Lead for Vietnam, you will partner with the DEI and local Welfare Committees, Employee Resource Groups, Global Workforce Operation (GWO), HR Centre of Excellence (COE) teams and the HR Business Partners (ASEAN-wide by Business Function), Union Team as well as with external service vendors to provide a seamless employee experience. You will be based in Ho Chi Minh City.
YOUR RESPONSIBILITIES SHALL INCLUDE, BUT WILL NOT BE LIMITED TO:
Responsible for the in-country day-to-day HR and Administrative activities and review processes for continuous improvement through standardisation, scalability and automation to improve efficiency and employee experiences.
Implement and administer human resources policies and ensure full compliance with local legislation, regulations and provisions.
Manage statutory & external compliances which includes regular updates and preparation of employment documents/agreements, employee handbook, safety handbook and audits.
Lead the employee & industrial relations strategy and maintain a good relationship with the labour bureau, Industrial relations/ HR-related official bodies and the community.
Work with the local welfare committee to organize employee activities and promote employee engagement and wellbeing.
Support and implement local language training, learning and education processes such as orientation programs, safety and health training, language and computer training, generic and management training closely related to the shopfloor population.
Partner with the Talent Acquisition Team with recruitment needs and attract the best talent for roles below Assistant Manager levels (local language requirement) to support the organization’s staffing plan.
Implement compensation and benefits policies based on Corporate policy and local market practices; collect and provide references to updated local market data.
Provide general on the ground guidance to employees and the head of departments for key HR processes such as performance management and eComp.
Partner with HRBP in deploying the Talent & succession planning process for the country/business function.
Lead in special projects and other HR key initiatives identified from time to time.

Qualifications
Bachelors in Business Management, Human Resources and/or relevant disciplines.
More than 8 years of hands-on HR generalist experience in a dynamic MNC environment with a minimum 2 years in a HR lead capacity.
Strong working knowledge of local employment legislation and leading people practices.
Hands-on experience in leading Performance Management, Restructuring and Industrial Relations matters.
Working knowledge on organisation development and talent/ succession processes.
Proven ability to understand and provide creative people related solutions to in-country business challenges.
Excellent leadership, team building, facilitation, relationship building skills with a strong customer focus.
Excellent command of English with strong written and verbal communication, presentation and project management skills.
Able to manage multiple projects/ priorities and work independently.

Additional Information

AVERY DENNISON IS AN EQUAL EMPLOYMENT OPPORTUNITY PROVIDER"
60,"Associate Lecturer, Human Resources Management/ Entrepreneurship (Hourly)
- job post","Posted
Posted 26 days ago",RMIT University,https://jobs.vn.indeed.com/cmp/Rmit-University?campaignid=mobvjcmp&from=mobviewjob&tk=1hg7hfarrgm6h801&fromjk=8be0f232b2e6f120,Thành phố Hồ Chí Minh,,
61,"HR Business Partner Manager (Vietnamese Speaker) - Ho Chi Minh City
- job post","Posted
Posted 12 days ago",SCG,https://jobs.vn.indeed.com/cmp/Scg-1?campaignid=mobvjcmp&from=mobviewjob&tk=1hg7hfcopgm6h800&fromjk=6d935a56f2ae839e,Thành phố Hồ Chí Minh,,"HR Business Partner Manager (Vietnamese Speaker) - Ho Chi Minh City

21848 - Bachelor's Degree / ปริญญาตรี : Above Graduate, งานทรัพยากรบุคคล, 9 Years Above,
Date: 14-Nov-2023
Location: VN - Ho Chi Minh City, เวียดนาม
Description:
เนื้องานโดยย่อ:
About SCG ACCOUNTING SERVICES CO., LTD. HO CHI MINH CITY BRANCH
As a leading ASEAN business conglomerate with regional focus and established commitments towards business conducts that are in line with good corporate governance and sustainable development principles.
Since our founding in 1913, SCG has grown and expanded into a diversified group of operations encompassing three core business units: SCG Cement-Building Materials, SCG Chemicals and SCG Packaging—with its demonstrated commitment to conducting business in tune with the sustainable development approach; SCG has been a member of Dow Jones Sustainability Indices (DJSI) the global indexes tracking the business performance of leading sustainability-driven companies worldwide.
SCG has pledged its commitment to ongoing development, creating innovative products, services, processes, and business models to create value and address the needs of all concerned parties. Further, the Group is dedicated to contributing to the sustainable growth and development of every community where SCG operates.
หน้าที่ความรับผิดชอบ:
Involve in Business Planning and have an understanding of the business direction of the function/ division under their charge as well as also provide guidance where appropriate on the business plans.
Develop and implement Human Resources initiatives that align with the organization goals and values.
Act as Employee Point of Contact and work closely with business units to deliver the core HR products Ex. Workforce Management, Recruitment, Talent & Staff Development Management, Performance and Reward Management, Management of Staff Grievance/Issue, Facilitation of Communication & Champion HR Initiatives and Change.
Collaborate with HR colleagues in Thailand Team to ensure consistent and effective implementation of Human Resources programs and practices align with SCG Term.
Ensure compliance with local labor laws and regulations, and maintain accurate HR records and documentation.
คุณสมบัติ:
Bachelor or Master Degree in Human Resources Management/ Development or related field.
At least 8-10 years of experience in HR generalist / HRBP / Recruitment / Current, in-depth knowledge of legal requirements / Employee relations.
Ability to handle multi-tasking with be prioritized, organized and responsible/ accountable person.
Good in interpersonal, communication, counseling and negotiation skills.
Good in English / Vietnamese proficiency and Microsoft Excel
Be service minded, calm, and humble.
Be able to work in Ho Chi Minh City, Vietnam.
Excellent communication in Vietnamese."
62,"Expert, Corporate Culture and Employee Experience (40000507)
- job post","Posted
Posted 30+ days ago",Techcombank,https://jobs.vn.indeed.com/cmp/Techcombank?campaignid=mobvjcmp&from=mobviewjob&tk=1hg7hfeip2ggh001&fromjk=5028ca3edb16bddb,Hà Nội,,"10 Nov 2023
Expert, Corporate Culture and Employee Experience (40000507)
Category: Human Resources Management
Job Type:
Facility: Human Resource
Job Purpose
The role will act as the primary communications contact point for Human Resources Division, developing and executing a comprehensive HR communications strategy to make an impact in retaining and developing exceptional talent.
The role will report to the Head of Corporate Culture & Employee Experience.
In addition to HR-specific support, this role will partner with Corporate Communications in key employee-facing communications and events.
Key Accountabilities (1)
Work with HR leadership to align on a comprehensive HR comms strategy and ensure HR communications are effectively represented in companywide communications and deliverables aligned with Corporate Communications best practices;
Build meaningful relationships with employees through transparent, thoughtful, and resonant messaging;
Manage HR communications channels. Develop clear, effective content to build employee awareness of initiatives such as wellness, benefits, onboarding, awards and recognition, learning, training, career development, employee engagement opportunities;
Key Accountabilities (2)
4. Regularly partner with key stakeholders to understand and assess needs, provide meaningful counsel, and translate these needs into action via customized plans and tactics that achieve desired results through effective team-level and companywide, multi-channel communications; Collaborate with Corporate Communications team members on key projects, including but not limited to content curation and support, managing content on the company intranet, contributing to the company wide newsletter, engaging in companywide communications, advancing employee stories, and more.
5. Apply a change management mindset to your work, demonstrating an appreciation for the varying impact and reaction to change across teams and individuals, and adeptly shaping communication with a heightened sense of awareness and compassion;
Key Accountabilities (3)
6. Regularly assess effectiveness of communications strategies and tactics, making recommendations to improve existing operating procedures, capture better metrics, acquire new tools, or where we can deploy targeted improvements to continue to advance the quality and delivery of the work
7. Support the day-to-day operations, maintenance and troubleshooting of the HR communications channels
8. Other duties, as assigned
Key Relationships - Direct Manager
Head, Culture & Employee Experience
Key Relationships - Direct Reports
Key Relationships - Internal Stakeholders
Functional teams within and across Divisions, senior leadership team
Key Relationships - External Stakeholders
Partners providing professional services
Success Profile - Qualification and Experiences
A university degree or higher in Human Resource Management, Psychology, Sociology or relevant disciplines
At least 7 years of experience in communications role; previous HR support and internal communications preferred; change management experience preferred
Deep corporate communication experience, preferably at a global organization, working with senior-level executives, engaging across multiple stakeholder groups, and expertly managing a significant portfolio of deliverables
Able to quickly translate complex business and stakeholder needs into successful narratives and messages for a variety of audiences"
63,"HR Business Partner - E-Commerce - Ho Chi Minh City
- job post","Posted
Posted 30+ days ago",TikTok,https://jobs.vn.indeed.com/cmp/Tiktok?campaignid=mobvjcmp&from=mobviewjob&tk=1hg7hfk9bk45080b&fromjk=02c0e1e5437a4282,Thành phố Hồ Chí Minh,,"Responsibilities
About TikTok
TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
Creation is the core of TikTok's purpose. Our platform is built to help imaginations thrive. This is doubly true of the teams that make TikTok possible.
Together, we inspire creativity and bring joy - a mission we all believe in and aim towards achieving every day.
To us, every challenge, no matter how difficult, is an opportunity; to learn, to innovate, and to grow as one team. Status quo? Never. Courage? Always.
At TikTok, we create together and grow together. That's how we drive impact - for ourselves, our company, and the communities we serve.
Join us.

The E-Commerce HRBP team supports our fast growing E-Commerce business on all things people. Our people are at the epicenter of providing an enriched and seamless shopping experience for our users and the E-Commerce HRBP team partners with business stakeholders to drive this mission to reality. The team covers the entire employee lifecycle which also requires HRBP team members to work with a bunch of cross-functional stakeholders to drive the people agenda. If you are looking for a ride of a lifetime, look no further!

Responsibility
1. Partner with your business unit and ensure a deep understanding of business strategy and implement high-quality HR practices within the team.
2. Coach and mentor business leaders to help build a strong community that will improve the development of the business.
3. Collaborate with stakeholders and leadership and provide HR guidance when appropriate; including staffing, talent development, performance management, and employee relations.
4. Be the ambassador for the TikTok organizational culture as well as plan and implement activities to continue to drive employee engagement.
5. Manage HR operation activities when in needs
6. Manage employee disciplinary issues and provide advice to business leaders on ways to manage each case.
7. Assist with recruitment efforts when necessary to ensure continued growth and success of the business.
Qualifications
Minimum qualifications
1. Minimum 3 years of Human Resources working experience.
2. Comprehensive HR knowledge, especially hands-on experience in employee relations and performance management.
3. Must have extensive and in-depth knowledge of local compliance and labor laws.
4. Highly organized and self-sufficient.
5. BA/BS degree preferred

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too."
64,"Gucci - Team Manager (Based in Ho Chi Minh)
- job post","Posted
Posted 30+ days ago",Groupe Kering,https://jobs.vn.indeed.com/cmp/Kering?campaignid=mobvjcmp&from=mobviewjob&tk=1hg7hfm1l2ggn001&fromjk=f65ad92104129712,Thành phố Hồ Chí Minh,,"Summary
Job Family Group Description - Sales / Omni-Channel:
Combines all positions within the different sales channels: retail, wholesale and e-commerce. Also includes all activities to support store management.

Job Family Description -Store Management:
Oversees and guides the stores to ensure a unique customer experience. Manages the relationship between clients and sales team. For the customer, this is the visible face of the brand.

Sub-Job Family Description - Department/Floor Manager:
Manages every operation in the department or on the floor to guarantee a unique customer experience. Collaborates with store manager and assistant store manager in smooth running of operations, loss prevention compliance, human resources management and visual merchandising presentation.
Job Description
centric attitude
Lead from the shop floor, delivering real time coaching and feedback to achieve business and product category goals
Develop and grow the talent within the team
Be an ambassador of the brand, promoting our Values and Amplifiers
Job Responsibilities

Team management and development: Promote a positive and professional team environment that fosters trust, integrity and superior performance standards, leading by example.
Working on the shop floor, the candidate will be in constant contact with the team, supporting and coaching where needed, ensuring a consistent client experience.
Provide support and regular feedback to Client Advisors to ensuring their development is ongoing and their motivation and sense of belonging is high.
Conduct regular and monthly performance conversations, discussing results and developing action plans.
Participate in attracting, recruiting, and onboarding a high performing team.
Manage the employee lifecycle of the client advisor both online through Workday and local platforms and offline through paper forms and documents.
Partner with the Store Manager and Human Resources on employee relations issues to ensure effective resolution.
Monitor the team’s adherence to company policies and procedures; follow up when needed.
Support opening and closing of the store as Manager on Duty.
Lead Store Morning Briefings as and when required, delivering key business communication and daily objectives.
Develop and lead cross category and floor working, ensuring the team can and do sell all categories across all floors.
Client service and development: Lead and inspire the team on executing a superior client experience, ensuring the hospitality mindset is in each Client Advisor.
Develop a client engagement mindset, with the purpose of building long lasting relationships with clientele.
Full utilization of the various clienteling tools to activate, retain and grow team and personal client base.
Lead the execution of clienteling activities with the team, developing actions to reach clear goals and KPIs.
Lead from the shop floor, actively selling and role modelling the selling ceremony.
Manage the customer flow on the shop floor ensuring no client is left unattended and exceptional service is delivered.
Manage and resolve customer issues, delighting and retaining the client relationship.
Product and business development: Monitor the performance of the assigned categories and proactively propose action plans to reach the targets.
Partner with the Store Manager and the Merchandising team, by providing effective feedback on products, stock situation and specific category requests in order to grow the business.
Partner with the Store Manager and VM team to provide insights to maximize the category potential while ensuring the image and merchandising guidelines of the store are maintained.
Partner with the Store Manager and the Training team to ensure Client Advisors develop full product knowledge through specific training, while ensuring they are aware of market trends and competitors.
Utilise digital platforms to support store and online product sales
Candidate Requirements
Minimum 3 years of experiences in a supervisory capacity from the retail or service industry, preferably with a proven track record in luxury fashion
Direct people management (team of 6/7) a strong plus
Well-groomed and driven with strong leadership and communication skills to manage teams in achieving set standards for all aspects of store operations.
Independent individual with strong decision-making skills
Passionate in growing a career within the luxury fashion industry.
Job Type
Regular
Start Date
2022-02-28
Schedule
Full time
Organization
Gucci Vietnam Co. Ltd."
65,"Cluster Director of Sales & Marketing - Courtyard by Marriott Danang Han River
- job post","Posted
Posted 30+ days ago","Marriott International, Inc",https://jobs.vn.indeed.com/cmp/Marriott-International?campaignid=mobvjcmp&from=mobviewjob&tk=1hg7hfnr32ggh000&fromjk=c90869b4807918d8,Ðà Nẵng,,"Job Number 23163290
Job Category Sales & Marketing
Location Courtyard Danang Han River, 58 Bach Dang Street, Hai Chau 1 Ward, Da Nang, Quang Nam, Viet Nam VIEW ON MAP
Schedule Full-Time
Located Remotely? N
Relocation? N
Position Type Management

Courtyard by Marriott Danang Han River Situated at the foot of the stunning Han River Bridge, an architectural masterpiece that serves as a symbol of Danang's rich history and modernity, the Courtyard by Marriott Danang Han River is a magnificent 20-story hotel that is set to open its doors in the fourth quarter. The hotel is housed within the prestigious M Landmark Tower, providing guests with easy access to the city's numerous attractions and breathtaking views of the vibrant Danang and the Han River.

Designed to cater to both leisure and business travelers, the hotel boasts 296 well-appointed guest rooms and seven versatile function spaces, including a splendid ballroom that is perfect for hosting events and gatherings. The all-day dining restaurant serves up a diverse range of delectable dishes, while the cafe and lobby lounge offers a cozy spot to relax and unwind. The rooftop pool and pool bar provide a stunning backdrop for soaking up the sun and enjoying a refreshing drink while taking in panoramic views of the city.

Opening in Nov 2023, Courtyard by Marriott Danang Han River is the perfect choice for travelers seeking a memorable stay in the pulsating heart of this dynamic city.

JOB SUMMARY

Functions as the strategic business leader for the Sales and Marketing Departments of a cluster of properties and is responsible for property reactive sales (outside of Event Booking Centers), proactive account sales and segment sales, local and social catering sales, business travel sales, reservation sales and destination sales, if applicable. The position shares responsibility for achieving revenue goals, guest and employee satisfaction and the financial performance of the department. Implements the brand’s service strategy and applicable brand initiatives in all aspects of the sales process. Leads on-property sales functions for a cluster of properties to build long-term, value-based customer relationships that enable achievement of properties’ sales objectives. Evaluates the participation of properties in the various sales channels (e.g., Market Sales, , electronic lead channels, etc.) and develops strong working relationships to maximize each property’s benefits. Proactively positions and markets the various properties. Manages the marketing budget to enable development of property specific campaigns, promotions and collateral to drive revenue and meet property objectives. Interfaces with regional marketing communications on regional and national promotions pull through. Develops and implements strategies for a cluster of properties that deliver products and services to meet or exceed the needs and expectations of the brand’s target customer profile and property employees and provides a return on investment to the owners and the company.

CANDIDATE PROFILE

Education and Experience
2-year degree from an accredited university in Business Administration, Marketing, Hotel and Restaurant Management, or related major; 4 years’ experience in the sales and marketing or related professional area.
OR
4-year bachelor's degree in Business Administration, Marketing, Hotel and Restaurant Management, or related major; 2 years’ experience in the sales and marketing or related professional area.

CORE WORK ACTIVITIES

Developing & Executing Sales and Marketing Strategies
Develops sales goals and strategies and ensures alignment with the brand business strategy.
Executes the sales strategy and ensures individual booking goals are met for both self and staff.
Coaches leaders of revenue generating departments in developing effective revenue strategies and setting aggressive goals that will drive the property's financial performance.
Ensures the development of a strategic account plan for the demand generators in the market.
Determines and develops marketing communication activities, in conjunction with Regional Marketing Communications.
Provides customer intelligence in evaluating the market and economic trends that may lead to changes in sales strategy to meet or exceed customer expectations.
Reviews the STAR report, competitive shopping reports and uses other resources to maintain an awareness of each property’s market position.
Researches competitor’s sales team strategies to identify ways to grow occupancy and RevPAR and increase market share.
Attends sales strategy meetings to provide input on weekly and overall sales strategy.
Suggests innovative marketing ideas and proactively develops deployment strategies to continue to grow market share for each property.

Maximizing Revenue & Managing Profitability
Evaluates and supports market sales account deployment.
Monitors and evaluates event booking and market sales performance for each property.
Ensures Sales teams understands and are leveraging customer/guest demand engines to full potential.
Ensures focus is on proactive selling as well as reactive selling.
Participates in sales calls with members of the Sales and Marketing teams to acquire new business and/or close on business.

Managing Public Relations
Develops strong community and public relations by ensuring property participation in local, regional and national tradeshows and client events.
Identifies public relations opportunities and coordinates activities to augment the overall marketing communication strategy.
Supports the General Managers by coordinating crisis communications.

Building Successful Relationships
Develops strong partnerships with local organizations to further increase brand/product awareness.
Develops and manages internal key stakeholder relationships.
Serves as the sales contact for the General Managers, property leadership teams, event booking, and market sales leaders.
Serves as the property sales liaison with market sales/cluster sales, Event Booking, Revenue Management, Event Management, Regional Marketing Communications and other property departments as appropriate.
Serves as property authority on sales processes and sales contracts.

Ensuring Exceptional Customer Service
Serves as the sales contact for customers; serves as the customer advocate.
Participates in and practices daily service basics of the brand.
Executes exemplary customer/guest service to drive customer/guest satisfaction and loyalty by assisting the customer/guest and ensuring their satisfaction before and during their program/event.
Serves the customer by understanding their needs and recommending the appropriate features and services that best meet their needs and exceed their expectations, while building a relationship and loyalty to the property and the brand.
Gains understanding of each property’s primary target customer and service expectations; serves the customer by understanding their business, business issues and concerns, to offer better business solution both prior to, and during the program/event.
Executes and supports Customer Service Standards and property’s Brand Standards.

Additional Responsibilities
Works with Human Resources, Engineering and Loss Prevention to ensure compliance with all applicable regulations and/or union requirements.
Executes and supports the operational aspects of business booked (e.g., generating proposal, writing contract, customer correspondence).

Marriott International is an equal opportunity employer. We believe in hiring a diverse workforce and sustaining an inclusive, people-first culture. We are committed to non-discrimination on any protected basis, such as disability and veteran status, or any other basis covered under applicable law.

At Courtyard, we’re passionate about better serving the needs of travelers everywhere. It’s what inspired us to create the first hotel designed specifically for business travelers, and it’s why the Courtyard experience today empowers our guests, no matter the purpose of their trip. We’re looking for achievers who are passionate about providing a guest experience that goes above and beyond, enjoy being part of a small yet ambitious team, and love learning how to always improve – all while having fun.


In joining Courtyard, you join a portfolio of brands with Marriott International. Be where you can do your best work, begin your purpose, belong to an amazing global team, and become the best version of you."
66,"Workforce Development Consultant, Hanoi Vietnam
- job post","Posted
Posted 11 days ago",Banyan Global,https://jobs.vn.indeed.com/cmp/Banyan-Global-4?campaignid=mobvjcmp&from=mobviewjob&tk=1hg7hftk32ggj000&fromjk=f9fd6047979962bb,Hà Nội,,"Overview:
Banyan Global is an international development consulting firm headquartered in Washington, DC with staff working across the globe. Banyan Global operates seamlessly within five practice areas: youth and workforce development, economic growth, gender, health, and evaluation and learning.

Banyan Global is recruiting a workforce development short-term consultant to provide support in preparing for an upcoming USAID project. Candidates must reside in Hanoi and be available for limited travel within Vietnam.
Responsibilities:
Gather key data related to workforce development, digital workforce issues, and entrepreneurship in Vietnam and the region.
Identify appropriate key informants within the government and private sector to interview on topics related to workforce development and entrepreneurship.
Arrange appointments with key informants.
Participate in key informant interviews.
Qualifications:
Degree in education, economics, human resource development or a related field.
Minimum 4 years of experience working on donor funded programs.
Working knowledge of the Vietnamese TVET and private workforce training centers; private sector investment in vocational education opportunities and challenges; entrepreneurship; gender issues and the gender digital divide; positive youth development.
Understanding of the Government policies on TVET.
Understanding of digital workforce issues.
Proven experience in stakeholder engagement and working with the Government of Vietnam.
Proven experience working and collaborating with the Vietnamese private sector and its workforce development requirements.
Superior interpersonal and diplomatic skills, with ability to effectively work with a variety of counterparts.
Excellent oral and written communications skills, including professional fluency in written and spoken English and Vietnamese.
High degree of responsibility, organization, and punctuality.
Must be based in Hanoi.

Applicants must submit their resume through Banyan Global's career portal. It is highly encouraged that applicants tailor their materials to highlight experiences in the above listed task. Please no phone calls.

Banyan Global is an equal opportunity employer. Banyan Global is committed to diversity and inclusion in our workforce. We do not discriminate against employees based on race, color, religion, sex, national origin, age, disability, genetic information, sexual orientation, or gender expression. We recognize the importance of a diverse and inclusive workplace and intentionally strive for diversity and inclusion at all organizational levels."
